Mod:Item:MetaData, Localized Name
hbm:mp_fuselage_15_hydrogen, Size 15 Hydrogen Fuselage
hbm:mp_fuselage_15_hydrogen_cathedral, Size 15 Hydrogen Fuselage
hbm:mp_fuselage_15_balefire, Size 15 Balefire Fuselage
hbm:mp_fuselage_15_20_kerosene, Size 15/20 Kerosene Fuselage
hbm:mp_fuselage_15_20_kerosene_magnusson, Size 15/20 Kerosene Fuselage
hbm:mp_fuselage_15_20_solid, Size 15/20 Solid Fuel Fuselage
hbm:mp_warhead_10_he, Size 10 HE Warhead
hbm:mp_warhead_10_incendiary, Size 10 Incendiary Warhead
hbm:mp_warhead_10_buster, Size 10 Bunker Buster Warhead
hbm:mp_warhead_10_nuclear, Size 10 Micro Nuclear Warhead
hbm:mp_warhead_10_nuclear_large, Size 10 Nuclear Warhead
hbm:mp_warhead_10_taint, Size 10 Tainted Warhead
hbm:mp_warhead_10_cloud, Size 10 Pink Cloud Warhead
hbm:mp_warhead_15_he, Size 15 HE Warhead
hbm:mp_warhead_15_incendiary, Size 15 Incendiary Warhead
hbm:mp_warhead_15_nuclear, Size 15 Nuclear Warhead
hbm:mp_warhead_15_nuclear_shark, Size 15 Nuclear Warhead
hbm:mp_warhead_15_thermo, Size 15 Thermonuclear Warhead
hbm:mp_warhead_15_mirv, Size 15 MIRV Warhead
hbm:mp_warhead_15_boxcar, Size 15 Boxcar?
hbm:mp_warhead_15_n2, Size 15 N² Mine
hbm:mp_warhead_15_balefire, Size 15 Balefire Warhead
hbm:mp_warhead_15_volcano, Size 15 Volcano Warhead
hbm:mp_c_1, Tier 1 Missile Targeting Circuit
hbm:mp_c_2, Tier 2 Missile Targeting Circuit
hbm:mp_c_3, Tier 3 Missile Targeting Circuit
hbm:mp_c_4, Tier 4 Missile Targeting Circuit
hbm:mp_c_5, Tier 5 Missile Targeting Circuit
hbm:missile_skin_camo, Missile Skin: Camo
hbm:missile_skin_desert, Missile Skin: Desert Camo
hbm:missile_skin_flames, Missile Skin: Sick Flames
hbm:missile_skin_manly_pink, Missile Skin: Manly Pink
hbm:missile_skin_orange_insulation, Missile Skin: Orange Insulation
hbm:missile_skin_sleek, Missile Skin: IF-R&D
hbm:missile_skin_soviet_glory, Missile Skin: Soviet Glory
hbm:missile_skin_soviet_stank, Missile Skin: Soviet Stank
hbm:missile_skin_metal, Missile Skin: Metal
hbm:missile_custom, Custom Missile
hbm:sliding_blast_door_skin0, Sideways Sliding Blast Door Default Skin
hbm:sliding_blast_door_skin1, Sideways Sliding Blast Door Variant 1 Skin
hbm:sliding_blast_door_skin2, Sideways Sliding Blast Door Variant 2 Skin
hbm:door_metal, Metal Door
hbm:door_office, Office Door
hbm:door_bunker, Bunker Door
hbm:record_lc, item.record_lc.name
hbm:record_ss, item.record_ss.name
hbm:record_vc, item.record_vc.name
hbm:record_glass, item.record_glass.name
hbm:flame_pony, Painting of a Cartoon Pony
hbm:flame_conspiracy, Conspiracy Theory
hbm:flame_politics, Political Topic
hbm:flame_opinion, Own Opinion
hbm:polaroid, The Polaroid
hbm:glitch, Glitch
hbm:burnt_bark, Burnt Bark
hbm:letter, Express Mail
hbm:book_secret, 3-596-50802-9
hbm:book_of_, The Book of Boxcars
hbm:crystal_horn, Crystal Horn
hbm:crystal_charred, Charred Crystal
hbm:watch, Broken Pocket Watch
hbm:apple_euphemium, Euphemium Apple
hbm:wand_k, Construction Wand
hbm:wand_s, Structure Wand
hbm:wand_d, Debug Wand
hbm:rod_of_discord, Rod of Discord
hbm:analyzer, Analyzer
hbm:defuser, High-Tech Bomb Defusing Device
hbm:defuser_desh, Desh High-Tech Bomb Defusing Device
hbm:meltdown_tool, Dyatlov Instant Meltdown Applicator
hbm:chopper_head, Hunter Chopper Cockpit
hbm:chopper_gun, Emplacement Gun
hbm:chopper_torso, Hunter Chopper Body
hbm:chopper_tail, Hunter Chopper Tail
hbm:chopper_wing, Hunter Chopper Wing
hbm:chopper_blades, Hunter Chopper Rotor Blades
hbm:combine_scrap, CMB Scrap Metal
hbm:shimmer_head, Heavy Hammer Head
hbm:shimmer_axe_head, Heavy Axe Head
hbm:shimmer_handle, Reinforced Polymer Handle
hbm:telepad, Telepad
hbm:entanglement_kit, Entanglement Kit
hbm:bob_metalworks, item.bob_metalworks.name
hbm:bob_assembly, item.bob_assembly.name
hbm:bob_chemistry, item.bob_chemistry.name
hbm:bob_oil, item.bob_oil.name
hbm:bob_nuclear, item.bob_nuclear.name
hbm:digamma_see, item.digamma_see.name
hbm:digamma_feel, item.digamma_feel.name
hbm:digamma_know, item.digamma_know.name
hbm:digamma_kauai_moho, item.digamma_kauai_moho.name
hbm:digamma_up_on_top, item.digamma_up_on_top.name
hbm:smoke1, item.smoke1.name
hbm:smoke2, item.smoke2.name
hbm:smoke3, item.smoke3.name
hbm:smoke4, item.smoke4.name
hbm:smoke5, item.smoke5.name
hbm:smoke6, item.smoke6.name
hbm:smoke7, item.smoke7.name
hbm:smoke8, item.smoke8.name
hbm:b_smoke1, item.b_smoke1.name
hbm:b_smoke2, item.b_smoke2.name
hbm:b_smoke3, item.b_smoke3.name
hbm:b_smoke4, item.b_smoke4.name
hbm:b_smoke5, item.b_smoke5.name
hbm:b_smoke6, item.b_smoke6.name
hbm:b_smoke7, item.b_smoke7.name
hbm:b_smoke8, item.b_smoke8.name
hbm:d_smoke1, item.d_smoke1.name
hbm:d_smoke2, item.d_smoke2.name
hbm:d_smoke3, item.d_smoke3.name
hbm:d_smoke4, item.d_smoke4.name
hbm:d_smoke5, item.d_smoke5.name
hbm:d_smoke6, item.d_smoke6.name
hbm:d_smoke7, item.d_smoke7.name
hbm:d_smoke8, item.d_smoke8.name
hbm:cloud1, item.cloud1.name
hbm:cloud2, item.cloud2.name
hbm:cloud3, item.cloud3.name
hbm:cloud4, item.cloud4.name
hbm:cloud5, item.cloud5.name
hbm:cloud6, item.cloud6.name
hbm:cloud7, item.cloud7.name
hbm:cloud8, item.cloud8.name
hbm:gasflame1, item.gasflame1.name
hbm:gasflame2, item.gasflame2.name
hbm:gasflame3, item.gasflame3.name
hbm:gasflame4, item.gasflame4.name
hbm:gasflame5, item.gasflame5.name
hbm:gasflame6, item.gasflame6.name
hbm:gasflame7, item.gasflame7.name
hbm:gasflame8, item.gasflame8.name
hbm:flame_1, item.flame_1.name
hbm:flame_2, item.flame_2.name
hbm:flame_3, item.flame_3.name
hbm:flame_4, item.flame_4.name
hbm:flame_5, item.flame_5.name
hbm:flame_6, item.flame_6.name
hbm:flame_7, item.flame_7.name
hbm:flame_8, item.flame_8.name
hbm:flame_9, item.flame_9.name
hbm:flame_10, item.flame_10.name
hbm:orange1, item.orange1.name
hbm:orange2, item.orange2.name
hbm:orange3, item.orange3.name
hbm:orange4, item.orange4.name
hbm:orange5, item.orange5.name
hbm:orange6, item.orange6.name
hbm:orange7, item.orange7.name
hbm:orange8, item.orange8.name
hbm:pc1, item.pc1.name
hbm:pc2, item.pc2.name
hbm:pc3, item.pc3.name
hbm:pc4, item.pc4.name
hbm:pc5, item.pc5.name
hbm:pc6, item.pc6.name
hbm:pc7, item.pc7.name
hbm:pc8, item.pc8.name
hbm:chlorine1, item.chlorine1.name
hbm:chlorine2, item.chlorine2.name
hbm:chlorine3, item.chlorine3.name
hbm:chlorine4, item.chlorine4.name
hbm:chlorine5, item.chlorine5.name
hbm:chlorine6, item.chlorine6.name
hbm:chlorine7, item.chlorine7.name
hbm:chlorine8, item.chlorine8.name
hbm:ln2_1, item.ln2_1.name
hbm:ln2_2, item.ln2_2.name
hbm:ln2_3, item.ln2_3.name
hbm:ln2_4, item.ln2_4.name
hbm:ln2_5, item.ln2_5.name
hbm:ln2_6, item.ln2_6.name
hbm:ln2_7, item.ln2_7.name
hbm:ln2_8, item.ln2_8.name
hbm:ln2_9, item.ln2_9.name
hbm:ln2_10, item.ln2_10.name
hbm:gas1, item.gas1.name
hbm:gas2, item.gas2.name
hbm:gas3, item.gas3.name
hbm:gas4, item.gas4.name
hbm:gas5, item.gas5.name
hbm:gas6, item.gas6.name
hbm:gas7, item.gas7.name
hbm:gas8, item.gas8.name
hbm:spill1, item.spill1.name
hbm:spill2, item.spill2.name
hbm:spill3, item.spill3.name
hbm:spill4, item.spill4.name
hbm:spill5, item.spill5.name
hbm:spill6, item.spill6.name
hbm:spill7, item.spill7.name
hbm:spill8, item.spill8.name
hbm:nothing, Nothing
hbm:ducc, ducc
hbm:discharge, item.discharge.name
hbm:undefined, Undefined
hbm:mysteryshovel, Brittle Spade
hbm:memory, item.null.name
hbm:test_render, tile.test_render.name
hbm:obj_tester, tile.obj_tester.name
hbm:cheater_virus, Gelid Euphemium
hbm:cheater_virus_seed, Unstable Euphemium Schrabide Block
hbm:crystal_virus, Dark Crystal
hbm:crystal_hardened, Hardened Dark Crystal
hbm:crystal_pulsar, Pulsating Crystal
hbm:balefire, Balefire
hbm:fire_digamma, Lingering Digamma
hbm:digamma_matter, Digammarium
hbm:asphalt, Asphalt
hbm:reinforced_brick, Reinforced Brick
hbm:reinforced_glass, Reinforced Glass
hbm:reinforced_light, Reinforced Glowstone
hbm:reinforced_sand, Reinforced Sandstone
hbm:reinforced_lamp_off, Reinforced Lamp
hbm:reinforced_lamp_on, Reinforced Lamp
hbm:reinforced_stone, Dense Stone
hbm:brick_concrete, Concrete Bricks
hbm:brick_concrete_mossy, Mossy Concrete Bricks
hbm:brick_concrete_cracked, Cracked Concrete Bricks
hbm:brick_concrete_broken, Broken Concrete Bricks
hbm:brick_concrete_marked, Marked Concrete Bricks
hbm:brick_light, Light Bricks
hbm:brick_compound, Compound Mesh
hbm:brick_asbestos, Asbestos Bricks
hbm:brick_obsidian, Obsidian Bricks
hbm:cmb_brick, CMB Steel Tile
hbm:cmb_brick_reinforced, Reinforced CMB Bricks
hbm:concrete, Concrete Tile
hbm:concrete_smooth, Concrete
hbm:concrete_white, White Concrete
hbm:concrete_orange, Orange Concrete
hbm:concrete_magenta, Magenta Concrete
hbm:concrete_light_blue, Light Blue Concrete
hbm:concrete_yellow, Yellow Concrete
hbm:concrete_lime, Lime Concrete
hbm:concrete_pink, Pink Concrete
hbm:concrete_gray, Gray Concrete
hbm:concrete_silver, Light Gray Concrete
hbm:concrete_cyan, Cyan Concrete
hbm:concrete_purple, Purple Concrete
hbm:concrete_blue, Blue Concrete
hbm:concrete_brown, Brown Concrete
hbm:concrete_green, Green Concrete
hbm:concrete_red, Red Concrete
hbm:concrete_black, Black Concrete
hbm:concrete_asbestos, Asbestos Concrete
hbm:concrete_pillar, Rebar Reinforced Concrete Pillar
hbm:ducrete_smooth, Smooth Ducrete
hbm:ducrete, Ducrete
hbm:ducrete_brick, Ducrete Brick
hbm:ducrete_reinforced, Reinforced Ducrete
hbm:tile_lab, Laboratory Tiles
hbm:tile_lab_cracked, Cracked Laboratory Tiles
hbm:tile_lab_broken, Broken Laboratory Tiles
hbm:reinforced_brick_stairs, Reinforced Brick Stairs
hbm:reinforced_sand_stairs, Reinforced Sand Stairs
hbm:reinforced_stone_stairs, Reinforced Stone Stairs
hbm:brick_concrete_stairs, Concrete Brick Stairs
hbm:brick_concrete_mossy_stairs, Mossy Concrete Stairs
hbm:brick_concrete_cracked_stairs, Cracked Concrete Stairs
hbm:brick_concrete_broken_stairs, Broken Concrete Stairs
hbm:brick_compound_stairs, Compound Mesh Stairs
hbm:brick_asbestos_stairs, Asbestos Brick Stairs
hbm:brick_obsidian_stairs, Obsidian Brick Stairs
hbm:cmb_brick_reinforced_stairs, Reinforced CMB Brick Stairs
hbm:concrete_stairs, Concrete Stairs
hbm:concrete_smooth_stairs, Smooth Concrete Stairs
hbm:concrete_white_stairs, White Concrete Stairs
hbm:concrete_orange_stairs, Orange Concrete Stairs
hbm:concrete_magenta_stairs, Magenta Concrete Stairs
hbm:concrete_light_blue_stairs, Light Blue Concrete Stairs
hbm:concrete_yellow_stairs, Yellow Concrete Stairs
hbm:concrete_lime_stairs, Lime Concrete Stairs
hbm:concrete_pink_stairs, Pink Concrete Stairs
hbm:concrete_gray_stairs, Gray Concrete Stairs
hbm:concrete_silver_stairs, Silver Concrete Stairs
hbm:concrete_cyan_stairs, Cyan Concrete Stairs
hbm:concrete_purple_stairs, Purple Concrete Stairs
hbm:concrete_blue_stairs, Blue Concrete Stairs
hbm:concrete_brown_stairs, Brown Concrete Stairs
hbm:concrete_green_stairs, Green Concrete Stairs
hbm:concrete_red_stairs, Red Concrete Stairs
hbm:concrete_black_stairs, Black Concrete Stairs
hbm:concrete_asbestos_stairs, Asbestos Concrete Stairs
hbm:ducrete_smooth_stairs, Smooth Ducrete Stairs
hbm:ducrete_stairs, Ducrete Stairs
hbm:ducrete_brick_stairs, Ducrete Brick Stairs
hbm:ducrete_reinforced_stairs, Reinforced Ducrete Stairs
hbm:tile_lab_stairs, Laboratory Tile Stairs
hbm:tile_lab_cracked_stairs, Cracked Laboratory Tile Stairs
hbm:tile_lab_broken_stairs, Broken Laboratory Tile Stairs
hbm:reinforced_brick_slab, Reinforced Brick Slab
hbm:reinforced_sand_slab, Reinforced Sand Slab
hbm:reinforced_stone_slab, Reinforced Stone Slab
hbm:brick_concrete_slab, Concrete Brick Slab
hbm:brick_concrete_mossy_slab, Mossy Concrete Slab
hbm:brick_concrete_cracked_slab, Cracked Concrete Slab
hbm:brick_concrete_broken_slab, Broken Concrete Slab
hbm:brick_compound_slab, Compound Mesh Slab
hbm:brick_asbestos_slab, Asbestos Brick Slab
hbm:brick_obsidian_slab, Obsidian Brick Slab
hbm:cmb_brick_reinforced_slab, Reinforced CMB Brick Slab
hbm:concrete_slab, Concrete Slab
hbm:concrete_smooth_slab, Smooth Concrete Slab
hbm:concrete_white_slab, White Concrete Slab
hbm:concrete_orange_slab, Orange Concrete Slab
hbm:concrete_magenta_slab, Magenta Concrete Slab
hbm:concrete_light_blue_slab, Light Blue Concrete Slab
hbm:concrete_yellow_slab, Yellow Concrete Slab
hbm:concrete_lime_slab, Lime Concrete Slab
hbm:concrete_pink_slab, Pink Concrete Slab
hbm:concrete_gray_slab, Gray Concrete Slab
hbm:concrete_silver_slab, Silver Concrete Slab
hbm:concrete_cyan_slab, Cyan Concrete Slab
hbm:concrete_purple_slab, Purple Concrete Slab
hbm:concrete_blue_slab, Blue Concrete Slab
hbm:concrete_brown_slab, Brown Concrete Slab
hbm:concrete_green_slab, Green Concrete Slab
hbm:concrete_red_slab, Red Concrete Slab
hbm:concrete_black_slab, Black Concrete Slab
hbm:concrete_asbestos_slab, Asbestos Concrete Slab
hbm:ducrete_smooth_slab, Smooth Ducrete Slab
hbm:ducrete_slab, Ducrete Slab
hbm:ducrete_brick_slab, Ducrete Brick Slab
hbm:ducrete_reinforced_slab, Reinforced Ducrete Slab
hbm:tile_lab_slab, Laboratory Tile Slab
hbm:tile_lab_cracked_slab, Cracked Laboratory Tile Slab
hbm:tile_lab_broken_slab, Broken Laboratory Tile Slab
hbm:lamp_demon, Demon Core Lamp
hbm:block_scrap, Block of Scrap
hbm:block_electrical_scrap, Block of Electrical Scrap
hbm:ore_uranium, Uranium Ore
hbm:ore_uranium_scorched, Scorched Uranium Ore
hbm:ore_schrabidium, Schrabidium Ore
hbm:ore_thorium, Thorium Ore
hbm:ore_titanium, Titanium Ore
hbm:ore_sulfur, Sulfur Ore
hbm:ore_niter, Niter Ore
hbm:ore_copper, Copper Ore
hbm:ore_tungsten, Tungsten Ore
hbm:ore_aluminium, Aluminium Ore
hbm:ore_fluorite, Fluorite Ore
hbm:ore_lead, Lead Ore
hbm:ore_beryllium, Beryllium Ore
hbm:ore_lignite, Lignite Ore
hbm:ore_asbestos, Asbestos Ore
hbm:ore_rare, Rare Earth Ore
hbm:ore_coal_oil, Oily Coal Ore
hbm:ore_coal_oil_burning, Burning Oily Coal Ore
hbm:cluster_iron, Iron Ore Cluster
hbm:cluster_titanium, Titanium Ore Cluster
hbm:cluster_aluminium, Aluminium Ore Cluster
hbm:ore_cobalt, Cobalt Ore
hbm:ore_cinnebar, Cinnabar Ore
hbm:ore_coltan, Coltan Ore
hbm:ore_reiium, Reiite
hbm:ore_weidanium, Weidite
hbm:ore_australium, Australian Ore
hbm:ore_verticium, Dollar Green Mineral
hbm:ore_unobtainium, Brightblende Ore
hbm:ore_daffergon, Dellite
hbm:stone_depth, Depth Rock
hbm:ore_depth_cinnebar, Depth Cinnabar Ore
hbm:ore_depth_zirconium, Depth Zirconium Ore
hbm:ore_depth_borax, Depth Borax Ore
hbm:cluster_depth_iron, Depth Iron Ore Cluster
hbm:cluster_depth_titanium, Depth Titanium Ore Cluster
hbm:cluster_depth_tungsten, Depth Tungsten Ore Cluster
hbm:ore_bedrock_coltan, Bedrock Coltan Ore
hbm:ore_bedrock_oil, Bedrock Oil Deposit
hbm:ore_bedrock_block, Bedrock Ore
hbm:ore_oil, Oil Deposit
hbm:ore_oil_empty, Empty Oil Deposit
hbm:ore_oil_sand, Tar Sand
hbm:stone_gneiss, Graphitic Schist
hbm:ore_gneiss_iron, Schist Iron Ore
hbm:ore_gneiss_gold, Schist Gold Ore
hbm:ore_gneiss_uranium, Schist Uranium Ore
hbm:ore_gneiss_uranium_scorched, Scorched Schist Uranium Ore
hbm:ore_gneiss_copper, Schist Copper Ore
hbm:ore_gneiss_asbestos, Schist Asbestos Ore
hbm:ore_gneiss_lithium, Schist Lithium Ore
hbm:ore_gneiss_schrabidium, Schist Schrabidium Ore
hbm:ore_gneiss_rare, Schist Rare Earth Ore
hbm:ore_gneiss_gas, Gas Shale
hbm:ore_tikite, Trixite
hbm:ore_nether_coal, Burning Nether Coal Ore
hbm:ore_nether_smoldering, Smoldering Netherrack
hbm:ore_nether_cobalt, Nether Cobalt Ore
hbm:ore_nether_tungsten, Nether Tungsten Ore
hbm:ore_nether_sulfur, Nether Sulfur Ore
hbm:ore_nether_fire, Nether Phosphorus Ore
hbm:ore_nether_uranium, Nether Uranium Ore
hbm:ore_nether_uranium_scorched, Scorched Nether Uranium Ore
hbm:ore_nether_plutonium, Nether Plutonium Ore
hbm:ore_nether_schrabidium, Nether Schrabidium Ore
hbm:stone_depth_nether, Nether Depth Rock
hbm:ore_depth_nether_neodymium, Nether Depth Neodymium Ore
hbm:ore_depth_nether_nitan, Nether Depth Nitanium Ore
hbm:block_meteor, Meteorite Block
hbm:block_meteor_cobble, Meteorite Cobblestone
hbm:block_meteor_broken, Broken Meteorite Block
hbm:block_meteor_molten, Hot Meteorite Cobblestone
hbm:block_meteor_treasure, Meteorite Treasure Block
hbm:ore_meteor_uranium, Meteor Uranium Ore
hbm:ore_meteor_thorium, Meteor Thorium Ore
hbm:ore_meteor_titanium, Meteor Titanium Ore
hbm:ore_meteor_sulfur, Meteor Sulfur Ore
hbm:ore_meteor_copper, Meteor Copper Ore
hbm:ore_meteor_tungsten, Meteor Tungsten Ore
hbm:ore_meteor_aluminium, Meteor Aluminium Ore
hbm:ore_meteor_lead, Meteor Lead Ore
hbm:ore_meteor_lithium, Meteor Lithium Ore
hbm:ore_meteor_starmetal, Starmetal Ore
hbm:meteor_polished, Polished Meteor Block
hbm:meteor_brick, Meteor Bricks
hbm:meteor_brick_mossy, Mossy Meteor Bricks
hbm:meteor_brick_cracked, Cracked Meteor Bricks
hbm:meteor_brick_chiseled, Chiseled Meteor Bricks
hbm:meteor_pillar, Meteor Pillar
hbm:meteor_spawner, Cyber Crab Assembler
hbm:meteor_battery, Starmetal Static Electricity Generator
hbm:brick_jungle, Enargite Bricks
hbm:brick_jungle_cracked, Cracked Enargite Bricks
hbm:brick_jungle_lava, Magmatic Enargite Bricks
hbm:brick_jungle_ooze, Radioactive Enargite Bricks
hbm:brick_jungle_mystic, Arcane Enargite Bricks
hbm:brick_jungle_trap, Trapped Enargite Bricks
hbm:brick_jungle_glyph, Enargite Glyph Bricks
hbm:brick_jungle_circle, Mechanist's Circle
hbm:brick_dungeon, Berzelianite Bricks
hbm:brick_dungeon_flat, Berzelianite Block
hbm:brick_dungeon_tile, Berzelianite Tile
hbm:brick_dungeon_circle, Berzelianite Cirlce
hbm:block_niter, Block of Niter
hbm:block_niter_reinforced, Reinforced Niter
hbm:block_sulfur, Block of Sulfur
hbm:block_thorium, Block of Thorium
hbm:block_thorium_fuel, Block of Thorium Fuel
hbm:block_neptunium, Block of Neptunium-237
hbm:block_polonium, Block of Polonium-210
hbm:block_mox_fuel, Block of MOX Fuel
hbm:block_plutonium, Block of Plutonium
hbm:block_pu238, Block of Plutonium-238
hbm:block_pu239, Block of Plutonium-239
hbm:block_pu240, Block of Plutonium-240
hbm:block_pu_mix, Block of Reactor Grade Plutonium
hbm:block_plutonium_fuel, Block of Plutonium Fuel
hbm:block_uranium, Block of Uranium
hbm:block_u233, Block of Uranium-233
hbm:block_u235, Block of Uranium-235
hbm:block_u238, Block of Uranium-238
hbm:block_uranium_fuel, Block of Uranium Fuel
hbm:block_titanium, Block of Titanium
hbm:block_copper, Block of Copper
hbm:block_red_copper, Block of Red Copper
hbm:block_advanced_alloy, Block of Advanced Alloy
hbm:block_tungsten, Block of Tungsten
hbm:block_aluminium, Block of Aluminium
hbm:block_fluorite, Block of Fluorite
hbm:block_steel, Block of Steel
hbm:block_lead, Block of Lead
hbm:block_cadmium, Block of Cadmium
hbm:block_bismuth, Block of Bismuth-209
hbm:block_coltan, Block of Coltan
hbm:block_tantalium, Block of Tantalium
hbm:block_niobium, Block of Niobium
hbm:block_trinitite, Block of Trinitite
hbm:block_beryllium, Block of Beryllium
hbm:block_schraranium, Block of Schraranium
hbm:block_schrabidium, Block of Schrabidium-326
hbm:block_schrabidate, Block of Ferric Schrabidate
hbm:block_solinium, Block of Solinium-327
hbm:block_schrabidium_fuel, Block of Schrabidium Fuel
hbm:block_au198, Block of Gold-198
hbm:block_euphemium, Block of Euphemium
hbm:block_dineutronium, Block of Dineutronium
hbm:block_schrabidium_cluster, Schrabidium Cluster
hbm:block_euphemium_cluster, Euphemium-Etched Schrabidium Cluster	   
hbm:block_combine_steel, Block of CMB Steel
hbm:block_magnetized_tungsten, Block of Magnetized Tungsten
hbm:block_desh, Reinforced Block of Desh
hbm:block_dura_steel, Reinforced Block of High-Speed Steel
hbm:block_saturnite, Block of Saturnite
hbm:gravel_obsidian, Crushed Obsidian
hbm:gravel_diamond, Diamond Gravel
hbm:deco_titanium, Titanium Deco Block
hbm:deco_red_copper, Red Copper Deco Block
hbm:deco_tungsten, Tungsten Deco Block
hbm:deco_aluminium, Aluminium Deco Block
hbm:deco_steel, Steel Deco Block
hbm:deco_lead, Lead Deco Block
hbm:deco_beryllium, Beryllium Deco Block
hbm:deco_asbestos, Asbestos Roof
hbm:deco_rbmk, RBMK Deco
hbm:deco_rbmk_smooth, RBMK Smooth Deco
hbm:spinny_light, Spinny Light
hbm:hazmat, Hazmat Cloth Block
hbm:tape_recorder, Tape Recorder
hbm:steel_poles, Steel Pole
hbm:pole_top, Antenna Top
hbm:pole_satellite_receiver, Satellite Dish
hbm:steel_wall, Steel Wall
hbm:steel_corner, Steel Wall Corner
hbm:steel_roof, Flat Steel Roof
hbm:steel_beam, Steel Beam
hbm:steel_scaffold, Steel Scaffold
hbm:steel_grate, Steel Grate
hbm:deco_pipe, Steel Pipe
hbm:deco_pipe_rusted, Rusty Steel Pipe
hbm:deco_pipe_green, Green Steel Pipe
hbm:deco_pipe_green_rusted, Rusty Green Steel Pipe
hbm:deco_pipe_red, Red Steel Pipe
hbm:deco_pipe_marked, Gas Pipe
hbm:deco_pipe_rim, Steel Pipe (Rimmed)
hbm:deco_pipe_rim_rusted, Rusty Steel Pipe (Rimmed)
hbm:deco_pipe_rim_green, Green Steel Pipe (Rimmed)
hbm:deco_pipe_rim_green_rusted, Rusty Green Steel Pipe (Rimmed)
hbm:deco_pipe_rim_red, Red Steel Pipe (Rimmed)
hbm:deco_pipe_rim_marked, Gas Pipe (Rimmed)
hbm:deco_pipe_framed, Steel Pipe (Framed)
hbm:deco_pipe_framed_rusted, Rusty Steel Pipe (Framed)
hbm:deco_pipe_framed_green, Green Steel Pipe (Framed)
hbm:deco_pipe_framed_green_rusted, Rusty Green Steel Pipe (Framed)
hbm:deco_pipe_framed_red, Red Steel Pipe (Framed)
hbm:deco_pipe_framed_marked, Gas Pipe (Framed)
hbm:deco_pipe_quad, Steel Pipes
hbm:deco_pipe_quad_rusted, Rusty Steel Pipes
hbm:deco_pipe_quad_green, Green Steel Pipes
hbm:deco_pipe_quad_green_rusted, Rusty Green Steel Pipes
hbm:deco_pipe_quad_red, Red Steel Pipes
hbm:deco_pipe_quad_marked, Gas Pipes
hbm:mush, Glowing Mushroom
hbm:mush_block, Grown Glowing Shroom
hbm:mush_block_stem, Grown Glowing Shroom Stem
hbm:block_waste, Block of Nuclear Waste
hbm:block_waste_painted, Painted Block of Nuclear Waste
hbm:block_waste_vitrified, Vitrified Block of Nuclear Waste
hbm:waste_mycelium, Glowing Mycelium
hbm:waste_earth, Dead Grass
hbm:waste_dirt, Contaminated Dirt
hbm:waste_gravel, Contaminated Gravel
hbm:waste_sand, Contaminated Sand
hbm:waste_trinitite, Trinitite Ore
hbm:waste_sand_red, Contaminated Red Sand
hbm:waste_trinitite_red, Red Trinitite Ore
hbm:waste_log, Charred Log
hbm:waste_planks, Charred Wooden Planks
hbm:waste_leaves, Waste Leaves
hbm:waste_grass_tall, Waste Grass
hbm:plant_dead_generic, Dead Plant
hbm:plant_dead_grass, Dead Plant
hbm:plant_dead_flower, Dead Plant
hbm:plant_dead_big_flower, Dead Plant
hbm:plant_dead_fern, Dead Plant
hbm:dirt_dead, Dead Dirt
hbm:dirt_oily, Oily Dirt
hbm:sand_dirty, Oily Sand
hbm:sand_dirty_red, Red Oily Sand
hbm:stone_cracked, Cracked Stone
hbm:frozen_grass, Frozen Grass
hbm:frozen_log, Frozen Log
